TABLE_NAME;NOTE;ACTIVE;DATA_TYPE;REFRESH_PERIOD;DELETE_PERIOD;FROM_CLAUSE;WHERE_CLAUSE;DATA_LEVEL;PARENT_LEVEL;PARENT2_LEVEL;VENDOR_ID;PARTITION_ID;DATE_FIELD;NE_FIELD;LOAD_TYPE;DATE_AGGREGATE_TYPES;RAW_TABLE_COUNT
STPSTS;NULL;1;30Mins;30;60;"(
SELECT NE_NAME,DATA_DATE,
SUM(ACCLOAD)    ACCLOAD,   
SUM(NSCAN)    NSCAN       
FROM NORTHI_PARSER.STP_PROCESSOR_LOAD
WHERE DATA_DATE=XDATA_DATE
GROUP BY NE_NAME, DATA_DATE
)A ,
(
SELECT NE_NAME,DATA_DATE,
SUM(CONCNT1)    CONCNT1,   
SUM(CONCNT2)    CONCNT2,   
SUM(CONCNT3)    CONCNT3   
FROM NORTHI_PARSER.STP_SIGNAL_PERF_LINK_CONGE_LEV
WHERE DATA_DATE=XDATA_DATE
GROUP BY NE_NAME, DATA_DATE
)B,
(
SELECT NE_NAME,DATA_DATE,
SUM(STUNADURAT)    STUNADURAT    
FROM NORTHI_PARSER.STP_SIGNAL_PERF_LINK_SET_UNAV
WHERE DATA_DATE=XDATA_DATE
GROUP BY NE_NAME, DATA_DATE
)C  LEFT OUTER JOIN
(
SELECT NE_NAME,DATA_DATE,
SUM(HSLDISMSU1)    HSLDISMSU1, 
SUM(HSLDISMSU2)    HSLDISMSU2, 
SUM(HSLDISMSU3)    HSLDISMSU3, 
SUM(HSLNMSURE)    HSLNMSURE,   
SUM(HSLNMSUTR)    HSLNMSUTR   
FROM NORTHI_PARSER.STP_HIGH_SPEED_SIGN_LINK_PERF
WHERE DATA_DATE=XDATA_DATE
GROUP BY NE_NAME, DATA_DATE
)D ON (C.DATA_DATE=D.DATA_DATE AND C.NE_NAME=D.NE_NAME),
(
SELECT NE_NAME,DATA_DATE,
SUM(ASLDUR)    ASLDUR,   
SUM(NMSURE)    NMSURE,   
SUM(NMSUTR)    NMSUTR,   
SUM(NSIFSRE)    NSIFSRE, 
SUM(NSIFTR)    NSIFTR,   
SUM(UNAVAILDUR)    UNAVAILDUR
FROM     NORTHI_PARSER.STP_C7SL1
WHERE DATA_DATE=XDATA_DATE
GROUP BY NE_NAME, DATA_DATE
)E,
(
SELECT NE_NAME,DATA_DATE,
AVG(M2LCNGD)   M2LCNGD, 
SUM(M2OT1N)    M2OT1N,  
SUM(M2OT2N)    M2OT2N,  
SUM(M2OT3N)    M2OT3N,  
SUM(M2OT6N)    M2OT6N,  
SUM(M2OT7N)    M2OT7N,  
AVG(M2RCNGD)    M2RCNGD,
AVG(M2RPOD)    M2RPOD,  
SUM(M2SCTPF)    M2SCPTF
FROM NORTHI_PARSER.STP_M2PA
WHERE DATA_DATE=XDATA_DATE
GROUP BY NE_NAME, DATA_DATE
)F,
(
SELECT NE_NAME,DATA_DATE,
AVG(UNASNUM)    UNASNUM,      
AVG(UNASTIME)    UNASTIME    
FROM NORTHI_PARSER.STP_ASSOC_AVAILABILITY
WHERE DATA_DATE=XDATA_DATE
GROUP BY NE_NAME, DATA_DATE
)G,
(
SELECT NE_NAME,DATA_DATE,
SUM(DATADISC)    DATADISC,    
SUM(DATASENT)    DATASENT    
FROM NORTHI_PARSER.STP_DATA_MESS_TRAN_SUCC_RT
WHERE DATA_DATE=XDATA_DATE
GROUP BY NE_NAME, DATA_DATE
)H,
(
SELECT NE_NAME,DATA_DATE,
AVG(UNDE1NUM)    UNDE1NUM,    
AVG(UNDE1TIME)    UNDE1TIME  
FROM NORTHI_PARSER.STP_DEST_ACCESS
WHERE DATA_DATE=XDATA_DATE
GROUP BY NE_NAME, DATA_DATE
)I,
NORTHI_DATA.LIST_STP X";"A.DATA_DATE=B.DATA_DATE AND A.NE_NAME=B.NE_NAME AND 
A.DATA_DATE=C.DATA_DATE AND A.NE_NAME=C.NE_NAME AND 
A.DATA_DATE=E.DATA_DATE AND A.NE_NAME=E.NE_NAME AND 
A.DATA_DATE=F.DATA_DATE AND A.NE_NAME=F.NE_NAME AND 
A.DATA_DATE=G.DATA_DATE AND A.NE_NAME=G.NE_NAME AND 
A.DATA_DATE=H.DATA_DATE AND A.NE_NAME=H.NE_NAME AND 
A.DATA_DATE=I.DATA_DATE AND A.NE_NAME=I.NE_NAME AND 
A.NE_NAME=X.STP_NAME AND A.DATA_DATE=XDATA_DATE";STP;NULL;NULL;38;121;FRAGMENT_DATE;NETWORK_ID;3;NULL;9
GGSNSTS;NULL;1;HOURLY;60;60;"NORTHI_PARSER_KKTC.HWC_G_CDR_MEAS A,
NORTHI_PARSER_KKTC.HWC_ONLINE_CHARG_PERFORM_MEAS B,
NORTHI_PARSER_KKTC.HWC_AAA_PERFORM_MEAS C,
NORTHI_PARSER_KKTC.HWC_FORWARD_PERFORM_MEAS D,
NORTHI_PARSER_KKTC.HWC_BASIC_SESSION_PERFORM_MEAS E,

(
SELECT  
SUBSTR(OBJECT_NAME, 0,INSTR(OBJECT_NAME, '/', 1)-1) OBJECT_NAME,
DATA_DATE,
SUM(C134706633) C134706633
FROM NORTHI_PARSER_KKTC.HWC_SESSION_STATUS_APN_MEAS 
WHERE DATA_DATE = XDATA_DATE
GROUP BY SUBSTR(OBJECT_NAME, 0,INSTR(OBJECT_NAME, '/', 1)-1), DATA_DATE 
) F,

(
SELECT  
SUBSTR(OBJECT_NAME, 0,INSTR(OBJECT_NAME, '/', 1)-1) OBJECT_NAME,
DATA_DATE,
SUM(C134709101) C134709101,
SUM(C134709102) C134709102,
SUM(C134709103) C134709103,
SUM(C134709104) C134709104,
SUM(C134709105) C134709105
FROM NORTHI_PARSER_KKTC.HWC_CPU_PERFORM_MEAS 
WHERE DATA_DATE = XDATA_DATE
GROUP BY SUBSTR(OBJECT_NAME, 0,INSTR(OBJECT_NAME, '/', 1)-1), DATA_DATE 
) G,

(
SELECT  
SUBSTR(OBJECT_NAME, 0,INSTR(OBJECT_NAME, '/', 1)-1) OBJECT_NAME,
DATA_DATE,
SUM(C134687102) C134687102,
SUM(C134709201) C134709201
FROM NORTHI_PARSER_KKTC.HWC_SYSTEM_RESOURCES_PERF_MEAS 
WHERE DATA_DATE = XDATA_DATE
GROUP BY SUBSTR(OBJECT_NAME, 0,INSTR(OBJECT_NAME, '/', 1)-1), DATA_DATE 
) H,

NORTHI_DATA.LIST_KGGSN X";"A.OBJECT_NAME=B.OBJECT_NAME AND A.DATA_DATE=B.DATA_DATE AND 
A.OBJECT_NAME=C.OBJECT_NAME AND A.DATA_DATE=C.DATA_DATE AND 
A.OBJECT_NAME=D.OBJECT_NAME AND A.DATA_DATE=D.DATA_DATE AND 
A.OBJECT_NAME=E.OBJECT_NAME AND A.DATA_DATE=E.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,1)-1)=F.OBJECT_NAME AND A.DATA_DATE=F.DATA_DATE AND 
SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,1)-1)=G.OBJECT_NAME AND A.DATA_DATE=G.DATA_DATE AND 
SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,1)-1)=H.OBJECT_NAME AND A.DATA_DATE=H.DATA_DATE AND 
SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,1)-1)=X.GGSN_NAME AND A.DATA_DATE=XDATA_DATE";GGSN;NULL;NULL;27;119;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';8
STP_SCLM;NULL;1;15Mins;30;60;NORTHI_PARSER.STP_SCLMSTAT A, NORTHI_DATA.LIST_STP_SCLM X;A.NE_NAME = X.STP_NAME AND A.OBJECT_NAME =X.SCLM_NAME AND A.DATA_DATE=XDATA_DATE;SCLM;STP;NULL;38;124;FRAGMENT_DATE;NETWORK_ID;3;NULL;1
NAP_APPLPROCESS;NULL;1;15Mins;5;30;"NORTHI_PARSER.NAP_APPLPROCESSINGTIMES A,
NORTHI_DATA.LIST_NAP_APPLPROCESS X";"DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'-',1,3)+1,(INSTR(A.OBJECT_NAME,'/',1,3)-10) -INSTR(A.OBJECT_NAME,'-',1,3)+1),'bsfpskn',390000000,'bsfesyn',390000001,'bsftstn',390000002)=AAAOAM_ID
AND
SUBSTR(OBJECT_NAME,INSTR(OBJECT_NAME,'/',1,1)+1)= APPLPROCESS_NAME
";APPL;NULL;NULL;39;128;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
PCRF_OCUDR;NULL;1;15Mins;15;10;NORTHI_PARSER.PCRF_OCUDR_KPI_REPORT_TBL A, NORTHI_DATA.LIST_PCRF_OCUDR X;DATA_DATE=XDATA_DATE AND A.NE=X.NE_NAME AND A.HOST=X.HOST_NAME;NULL;NULL;NULL;35;98;FRAGMENT_DATE;NE;3;NULL;1
DRASTS;NULL;1;15Mins;5;30;"(
SELECT DRASTP_NAME ,
DATA_DATE,
SUM(C00001) C0,
SUM(C00047+C00059+C00054+C00060+C00048+C00051) C1,
SUM(C00013) C2,
SUM(C00022+C00021+C00019+C00018+C00017+C00015+C00016+C00020+C00027+C00028+C00030+C00037+C00038+C00031+C00033+C00057+C00053+C00050+C00045+C00052+C00049+C00056+C00046+C00058+C00055) C3,
SUM(C00061+C00062+C00063+C00064) C4,
SUM(C00047+C00059+C00054+C00060) C5,
SUM(C00065+C00066+C00067+C00068) C6,
SUM(C00057+C00050+C00052+C00056) C7
FROM NORTHI_PARSER.DRA_DSC_REMOTE_PEER A
WHERE DATA_DATE =XDATA_DATE
GROUP BY DRASTP_NAME, DATA_DATE
) A LEFT OUTER JOIN

(
SELECT DRASTP_NAME ,
DATA_DATE,
SUM(C00006+C00004+C00002) C8
FROM NORTHI_PARSER.DRA_DSC_NODE B
WHERE DATA_DATE =XDATA_DATE
GROUP BY DRASTP_NAME,DATA_DATE
) B ON (A.DRASTP_NAME = B.DRASTP_NAME AND A.DATA_DATE=B.DATA_DATE) LEFT OUTER JOIN 

(
SELECT DRASTP_NAME ,
DATA_DATE,
SUM(C00001) C9
FROM NORTHI_PARSER.DRA_DSC_MSG_SCREENING_PROFILE  C
WHERE DATA_DATE =XDATA_DATE
GROUP BY DRASTP_NAME,DATA_DATE
) C  ON (A.DRASTP_NAME = C.DRASTP_NAME AND A.DATA_DATE=C.DATA_DATE) LEFT OUTER JOIN

(SELECT DRASTP_NAME ,
DATA_DATE,
SUM(C00016+C00017+C00018) C10,
SUM(C00001+C00002+C00003+C00004) C11,
SUM(C00001+C00003) C12
FROM NORTHI_PARSER.DRA_DSC_SESSION_BINDING  D
WHERE DATA_DATE =XDATA_DATE
GROUP BY DRASTP_NAME,DATA_DATE) D ON (A.DRASTP_NAME = D.DRASTP_NAME AND A.DATA_DATE=D.DATA_DATE) LEFT OUTER JOIN 

(SELECT DRASTP_NAME ,
DATA_DATE,
SUM(C00009+C00010+C00002) C13
FROM NORTHI_PARSER.DRA_DSC_PEER_GROUP  E
WHERE DATA_DATE =XDATA_DATE
GROUP BY DRASTP_NAME,DATA_DATE) E ON (A.DRASTP_NAME = E.DRASTP_NAME AND A.DATA_DATE=E.DATA_DATE) ,

NORTHI_DATA.LIST_DRASTP X";A.DRASTP_NAME = X.DRA_NAME AND A.DATA_DATE =XDATA_DATE;DRASTS;NULL;NULL;37;116;FRAGMENT_DATE;NETWORK_ID;3;NULL;5
"PCRF_DIAAFSTS
";NULL;1;15Mins;15;10;NORTHI_PARSER.PCRF_DIAMETERAFSTATS A, NORTHI_DATA.LIST_PCRF X;DATA_DATE=XDATA_DATE AND A.NE=X.NE_NAME;NULL;NULL;NULL;35;98;FRAGMENT_DATE;NE;3;NULL;1
CGSTS;NULL;1;HOURLY;30;60;"(
SELECT  
SUBSTR(OBJECT_NAME, 0,INSTR(OBJECT_NAME, '/', 1)-1) OBJECT_NAME,
DATA_DATE,
SUM(C167774104) C167774104,
SUM(C167774106) C167774106,
SUM(C167774107) C167774107
FROM NORTHI_PARSER_KKTC.HWC_CDR_PROCESSING 
WHERE DATA_DATE =XDATA_DATE
GROUP BY SUBSTR(OBJECT_NAME, 0,INSTR(OBJECT_NAME, '/', 1)-1), DATA_DATE 
) A,

(
SELECT  
SUBSTR(OBJECT_NAME, 0,INSTR(OBJECT_NAME, '/', 1)-1) OBJECT_NAME,
DATA_DATE,
SUM(C167774300) C167774300,
SUM(C167774301) C167774301,
SUM(C167774302) C167774302
FROM NORTHI_PARSER_KKTC.HWC_CDR_STORAGE_SPACE 
WHERE DATA_DATE =XDATA_DATE
GROUP BY SUBSTR(OBJECT_NAME, 0,INSTR(OBJECT_NAME, '/', 1)-1), DATA_DATE 
) B,

(
SELECT  
SUBSTR(OBJECT_NAME, 0,INSTR(OBJECT_NAME, '/', 1)-1) OBJECT_NAME,
DATA_DATE,
SUM(C167774200) C167774200,
SUM(C167774201) C167774201,
SUM(C167774202) C167774202
FROM NORTHI_PARSER_KKTC.HWC_CDR_PRESERVATION 
WHERE DATA_DATE =XDATA_DATE
GROUP BY SUBSTR(OBJECT_NAME, 0,INSTR(OBJECT_NAME, '/', 1)-1), DATA_DATE 
) C,

NORTHI_DATA.LIST_CG X";"A.OBJECT_NAME=B.OBJECT_NAME AND A.DATA_DATE = B.DATA_DATE AND
A.OBJECT_NAME=C.OBJECT_NAME AND A.DATA_DATE = C.DATA_DATE AND
A.OBJECT_NAME = X.CG_NAME AND A.DATA_DATE=XDATA_DATE
";CG;NULL;NULL;21;123;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';3
SGSNMME;NULL;1;15Mins;60;15;"NORTHI_PARSER.SGSN_MOBIL_MAN_MM_E_IND A,
NORTHI_PARSER.SGSN_SES_MAN_SM_E_IND B,
NORTHI_PARSER.SGSN_SECURITY_SEC_E_IND C,
NORTHI_PARSER.SGSN_MOBIL_MAN_ISYSC_E_IND D,
NORTHI_PARSER.SGSN_MOBIL_MAN_IRATHO_E_IND E,
NORTHI_PARSER.SGSN_MOBIL_MAN_HHO_E_IND F,
NORTHI_PARSER.SGSN_MOBIL_MAN_HO_IND G,
(
SELECT SGSN_NAME, DATA_DATE,
SUM(C00001) C00001,
SUM(C00002) C00002,
SUM(C00003) C00003
FROM NORTHI_PARSER.SGSN_SES_MAN_SM_E_QCI H
WHERE DATA_DATE BETWEEN TRUNC(XDATA_DATE,'HH24') AND TRUNC(XDATA_DATE,'HH24')+0.8/24
GROUP BY SGSN_NAME,DATA_DATE
ORDER BY 1,2
) H,
NORTHI_DATA.LIST_SGSNE X";"A.DATA_DATE BETWEEN TRUNC(XDATA_DATE,'HH24') AND TRUNC(XDATA_DATE,'HH24')+0.8/24  AND 
A.SGSN_NAME=B.SGSN_NAME AND A.DATA_DATE=B.DATA_DATE AND
A.SGSN_NAME=C.SGSN_NAME AND A.DATA_DATE=C.DATA_DATE AND
A.SGSN_NAME=D.SGSN_NAME AND A.DATA_DATE=D.DATA_DATE AND
A.SGSN_NAME=E.SGSN_NAME AND A.DATA_DATE=E.DATA_DATE AND
A.SGSN_NAME=F.SGSN_NAME AND A.DATA_DATE=F.DATA_DATE AND
A.SGSN_NAME=G.SGSN_NAME AND A.DATA_DATE=G.DATA_DATE AND
A.SGSN_NAME=H.SGSN_NAME AND A.DATA_DATE=H.DATA_DATE AND
A.SGSN_NAME=X.SGSN_NAME";SGSN;SGSN;NULL;16;66;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';8
NAP_DISKUSAGE;NULL;1;15Mins;5;30;"NORTHI_PARSER.NAP_DISKUSAGE A,
NORTHI_DATA.LIST_NAP_DISKUSAGE X";"DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'-',1,3)+1,(INSTR(A.OBJECT_NAME,'-',1,4)-3)-INSTR(A.OBJECT_NAME,'-',1,3)+1),'bsfpskn','390000000','bsfesyn','390000001','bsftstn','390000002')=AAAOAM_ID
AND
SUBSTR(OBJECT_NAME,INSTR(OBJECT_NAME,'/',1,1)+ 1,INSTR(OBJECT_NAME,'_',1,1)-3-INSTR(OBJECT_NAME,'/',1,1)+ 1) = DISKUSAGE_NAME";DISKUSAGE;NULL;NULL;39;130;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
NAP_SYSTMMSTAT;NULL;1;15Mins;5;30;"NORTHI_PARSER.NAP_SYSTMMSTAT A,
NORTHI_DATA.LIST_NAP_SYSTMMSTAT X";"DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'-',1,2)+1,(INSTR(A.OBJECT_NAME,'/',1,2)-10) -INSTR(A.OBJECT_NAME,'-',1,2)+1),'bsfpskn',3000100000,'bsfesyn',3000100001,'bsftstn',3000100002)=BIGIP_ID AND 
SUBSTR(OBJECT_NAME,INSTR(OBJECT_NAME,'/',1,1)+1) = SYSTMM_NAME
";SYSTMM;NULL;NULL;39;127;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGMMRAI;NULL;1;15Mins;60;15;"(
        SELECT SGSN_NAME, DATA_DATE,
        SUM(C00001) C00001,
        SUM(C00002) C00002,
        SUM(C00003) C00003,
        SUM(C00004) C00004,
        SUM(C00005) C00005,
        SUM(C00006) C00006,
        SUM(C00007) C00007,
        SUM(C00008) C00008,
        SUM(C00009) C00009,
        SUM(C00010) C00010,
        SUM(C00011) C00011,
        SUM(C00012) C00012,
        SUM(C00013) C00013,
        SUM(C00014) C00014,
        SUM(C00015) C00015,
        SUM(C00016) C00016,
        SUM(C00017) C00017,
        SUM(C00018) C00018,
        SUM(C00019) C00019,
        SUM(C00020) C00020,
        SUM(C00021) C00021
        FROM NORTHI_PARSER.SGSN_MOBIL_MAN_MM_G A
        WHERE DATA_DATE BETWEEN TRUNC(XDATA_DATE,'HH24') AND TRUNC(XDATA_DATE,'HH24')+0.8/24
        GROUP BY SGSN_NAME,DATA_DATE
        ORDER BY 1,2
) A,

(
        SELECT SGSN_NAME, DATA_DATE,
        SUM(C00001) C00001,
        SUM(C00002) C00002,
        SUM(C00003) C00003,
        SUM(C00004) C00004,
        SUM(C00005) C00005,
        SUM(C00006) C00006,
        SUM(C00008) C00008,
        SUM(C00009) C00009,
        SUM(C00011) C00011,
        SUM(C00012) C00012,
        SUM(C00013) C00013,
        SUM(C00014) C00014,
        SUM(C00015) C00015,
        SUM(C00016) C00016,
        SUM(C00018) C00018
        FROM NORTHI_PARSER.SGSN_MOBIL_MAN_MM_U B
        WHERE DATA_DATE BETWEEN TRUNC(XDATA_DATE,'HH24') AND TRUNC(XDATA_DATE,'HH24')+0.8/24
        GROUP BY SGSN_NAME,DATA_DATE
        ORDER BY 1,2
) B,

(
        SELECT SGSN_NAME, DATA_DATE,
        SUM(C00001) C00001
        FROM NORTHI_PARSER.SGSN_MOBIL_MAN_MM C
        WHERE DATA_DATE BETWEEN TRUNC(XDATA_DATE,'HH24') AND TRUNC(XDATA_DATE,'HH24')+0.8/24
        GROUP BY SGSN_NAME,DATA_DATE
        ORDER BY 1,2
) C,

(
        SELECT SGSN_NAME, DATA_DATE,
        SUM(C00001) C00001
        FROM NORTHI_PARSER.SGSN_MSCPOOL_MM D
        WHERE DATA_DATE BETWEEN TRUNC(XDATA_DATE,'HH24') AND TRUNC(XDATA_DATE,'HH24')+0.8/24
        GROUP BY SGSN_NAME,DATA_DATE
        ORDER BY 1,2
) D,

NORTHI_DATA.LIST_SGSNE_MMRA X";"A.SGSN_NAME=B.SGSN_NAME AND A.DATA_DATE=B.DATA_DATE AND
A.SGSN_NAME=C.SGSN_NAME AND A.DATA_DATE=C.DATA_DATE AND
A.SGSN_NAME=D.SGSN_NAME AND A.DATA_DATE=D.DATA_DATE AND
A.SGSN_NAME=X.SGSN_NAME";SGSN;SGSN;NULL;16;72;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';4
NAP_RESPONSE;NULL;1;15Mins;5;30;"NORTHI_PARSER.NAP_RESPONSETIMES A,
NORTHI_DATA.LIST_NAP_RESPONSE X";"DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'-',1,3)+1,(INSTR(A.OBJECT_NAME,'/',1,3)-10) -INSTR(A.OBJECT_NAME,'-',1,3)+1),'bsfpskn',390000000,'bsfesyn',390000001,'bsftstn',390000002)=AAAOAM_ID
AND
SUBSTR(OBJECT_NAME,INSTR(OBJECT_NAME,'/',1,1)+1)= RESPONSE_NAME
";RESPONSE;NULL;NULL;39;133;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
NAP_PROCESS;NULL;1;15Mins;5;30;"NORTHI_PARSER.NAP_PROCESSCPUMEM A,
NORTHI_DATA.LIST_NAP_PROCESS X";"DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'-',1,3)+1,(INSTR(A.OBJECT_NAME,'/',1,3)-10) -INSTR(A.OBJECT_NAME,'-',1,3)+1),'bsfpskn',390000000,'bsfesyn',390000001,'bsftstn',390000002)=AAAOAM_ID 
AND
SUBSTR(OBJECT_NAME,INSTR(OBJECT_NAME,'/',1,1)+1) = PROCESS_NAME";PROCESS;NULL;NULL;39;132;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
PCRF_PROTOCOL;NULL;1;15Mins;15;10;NORTHI_PARSER.PCRF_PROTCL_ERROR_STATS A, NORTHI_DATA.LIST_PCRF X;DATA_DATE=XDATA_DATE AND A.NE=X.NE_NAME;NULL;NULL;NULL;35;98;FRAGMENT_DATE;NE;3;NULL;1
G_EPNAPN;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNAPNSTATSTABLE A, NORTHI_PARSER.GGSNGGSNAPNFBCPRASSTATS B , NORTHI_DATA.LIST_GGSN_APN X;A.GGSN_NAME=X.GGSN_NAME AND A.GGSNAPNNAME=APN_NAME AND A.GGSN_NAME=B.GGSN_NAME AND A.GGSNAPNNAME=B.GGSNAPNNAME  AND A.DATA_DATE=B.DATA_DATE;APN;GGSN;NULL;17;60;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';2
G_EPNGGSN;NULL;1;15Mins;15;10;"     NORTHI_PARSER.GGSNPGWATTEMPTEDEPSBEARERSTATS  A,  
     NORTHI_PARSER.GGSNPGWCOMPLETEDEPSBEARERSTATS   B, 
     NORTHI_PARSER.GGSNDOWNLINKTRAFFICINFO C , 
     NORTHI_PARSER.GGSNUPLINKTRAFFICINFO D 
     LEFT OUTER JOIN NORTHI_PARSER.GGSNSGWGTPTUNNELMGMTS8 E ON (E.GGSN_NAME=D.GGSN_NAME AND E.DATA_DATE=D.DATA_DATE)
     LEFT OUTER JOIN NORTHI_PARSER.GGSNSGWGTPTUNNELMGMTS4S11 F ON (D.GGSN_NAME=F.GGSN_NAME AND D.DATA_DATE=F.DATA_DATE) 
     LEFT OUTER JOIN NORTHI_PARSER.GGSNOFFLINECHARGING G ON (G.GGSN_NAME=D.GGSN_NAME AND G.DATA_DATE=D.DATA_DATE)
     LEFT OUTER JOIN NORTHI_PARSER.GGSNSGWUPLINKTRAFFIC H ON (H.GGSN_NAME=D.GGSN_NAME AND H.DATA_DATE=D.DATA_DATE)
     LEFT OUTER JOIN NORTHI_PARSER.GGSNSGWGTPTRAFFICS8 I ON   (I.GGSN_NAME=D.GGSN_NAME AND I.DATA_DATE=D.DATA_DATE)
     LEFT OUTER JOIN NORTHI_PARSER.GGSNSGWDOWNLINKTRAFFIC J ON   (J.GGSN_NAME=D.GGSN_NAME AND J.DATA_DATE=D.DATA_DATE),
     NORTHI_PARSER.GGSNGLOBALSTATS K,
     NORTHI_PARSER.GGSNPGWGLOBALSTATS L
     LEFT OUTER JOIN NORTHI_PARSER.GGSNSGWNUMBEROFUES M ON (L.GGSN_NAME=M.GGSN_NAME AND L.DATA_DATE=M.DATA_DATE)
     LEFT OUTER JOIN NORTHI_PARSER.GGSNSGWNUMBEROFSESSIONS N ON (L.GGSN_NAME=N.GGSN_NAME AND L.DATA_DATE=N.DATA_DATE)
     LEFT OUTER JOIN NORTHI_PARSER.GGSNS6BINTERFACE O ON (L.GGSN_NAME=O.GGSN_NAME AND L.DATA_DATE=O.DATA_DATE)
     LEFT OUTER JOIN NORTHI_PARSER.GGSNSGWGTPTUNNELMGMTS5S8 P ON (L.GGSN_NAME=P.GGSN_NAME AND L.DATA_DATE=P.DATA_DATE),
     NORTHI_PARSER.GGSNPGWDEDIBEARERMGMTS2BAPN R,
     NORTHI_DATA.LIST_GGSN X";"A.GGSN_NAME=B.GGSN_NAME AND A.DATA_DATE=B.DATA_DATE AND
A.GGSN_NAME=C.GGSN_NAME AND A.DATA_DATE=C.DATA_DATE AND 
A.GGSN_NAME=D.GGSN_NAME AND A.DATA_DATE=D.DATA_DATE AND  
A.GGSN_NAME=K.GGSN_NAME AND A.DATA_DATE=K.DATA_DATE AND
A.GGSN_NAME=L.GGSN_NAME AND A.DATA_DATE=L.DATA_DATE AND
A.GGSN_NAME=R.GGSN_NAME AND A.DATA_DATE=R.DATA_DATE AND
A.GGSN_NAME=X.GGSN_NAME";GGSN;NULL;NULL;17;55;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';17
NAP_APPLRESPONSE;NULL;1;15Mins;5;30;"NORTHI_PARSER.NAP_APPLRESPONSETIMES A,
NORTHI_DATA.LIST_NAP_APPLRESPONSE X";"DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'-',1,3)+1,(INSTR(A.OBJECT_NAME,'/',1,3)-10) -INSTR(A.OBJECT_NAME,'-',1,3)+1),'bsfpskn',390000000,'bsfesyn',390000001,'bsftstn',390000002)=AAAOAM_ID 
AND 
SUBSTR(OBJECT_NAME,INSTR(OBJECT_NAME,'/',1,1)+1) = APPLRESP_NAME";APPLRESPONSE;NULL;NULL;39;129;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
